,Group,ADAMTS13,ADAMTSL2,ADGRG6,ANXA1,ASPN,ATP4A,ATP6V1G1.ATP6V1G2,C4BPA,C4BPB,CCN5,CFI,COL1A1,EGF,EIF4E,F11,F13B,F7,FCER2,FCGR3A,FGFBP2,GALNT7,GCG,GSR,H2AC8.H2AC17.H2AC7.H2AC20.H2AC19.H2AW.H2AC6.H2AC12.H2AC14.H2AJ,H2BC12.H2BC12L.H2BC5.H2BC10.H2BC18.H2BC9.H2BC15.H2BC14.H2BC13,HPR,HPX,IGF2,IGHV1.24,IGHV3.74,IGKJ1,IGKV1.17,IGKV1D.33.IGKV1.33,IGLV2.18,IGLV6.57,ITGB2,LCAT,LDLR,LILRB5,LTF,MMP2,P4HB,PDE5A,PFKM,PLIN1,PPM1B,PROC,PRSS2,PZP,RAB6B,RBP4,RPLP0,RPLP2,SBSN,SEC22B,SERPING1,SEZ6L,SGTA,THBD,THBS1,TWSG1
ILD_3,1,3.00373788890525,2.8136764910028,3.04716813094505,2.95346665870361,2.92815887919648,1.36188530904318,2.50282429083243,4.01011843914799,3.73014109581558,1.85705534352405,3.6489158805012,2.99186274732037,3.04231656343825,1.32253764669762,3.10866359120509,3.35646471851427,2.96361862700498,1.24993711440976,3.0192857581951,2.84287083111649,2.54848403350679,2.36006571072277,2.52694735753605,3.65666151513379,3.47836002111978,3.50449554249876,3.83263815777032,3.26163778443246,2.00056262646443,3.51325381433192,3.11710329452373,3.23741809431919,3.74997044055662,3.08000187250271,3.15135851063048,2.91432954977612,3.30999083809077,2.27504836714809,2.73094119288374,3.14725013048298,2.416275206308,3.62746392961434,2.59598261193831,2.16235185063678,2.22509199579923,1.14056015844141,3.70628956112689,0.999306073981722,3.38507321267352,2.77709995000641,3.36334314193432,2.62494781187008,3.19248854923542,2.71160704778693,1.18126332923008,4.0121424772469,3.24493543387326,2.17009465370265,2.3636417294797,3.8114287047605,2.75017276467839
ILD_5,1,3.01793834231542,2.74303625363546,3.10599853433155,2.73507961442836,2.89638997340316,2.76444931316602,1.16171178854301,4.02705678636645,3.74030459341647,2.71782554454885,3.64843668227814,3.13357550826966,2.99045616544434,2.34776078033281,3.03483721880457,3.39790959047925,3.02091866782239,2.27366955326694,3.15572290075941,2.91999966823586,2.61686539664051,1.43724597576314,2.50820085112907,3.48475251991211,3.38347496579303,3.51714207836958,3.79032594309529,3.20796701556508,2.72031922516568,3.04148260174372,3.31546276323875,3.12717478957887,3.85329611919904,2.83464917308782,3.09738102946542,2.90595031662269,3.29700036108171,2.31658994181049,1.66853471742874,2.99229901155179,2.61111040110337,3.70633320292789,1.99764944877655,2.19231958738196,2.4907593802824,1.42298975137962,3.78589995591616,2.76901810566928,3.30479266381011,2.75136187038452,3.37014234360303,2.73572998644198,3.30539540144505,2.65097487115278,1.70210700961473,4.02739924677951,3.2887655149697,2.66766627055069,2.43660811172364,3.79546131679344,2.44635951621125
ILD_6,1,3.06032295791116,3.02701168896777,3.05785644615564,2.87984299438065,2.93701544124865,1.58536399614453,1.31160187925497,4.03205009114094,3.75277226002207,2.62939257083098,3.66128546475495,3.04941107180118,3.06242151048749,1.39459087019906,3.20239617088848,3.32930568953939,2.9820892145458,1.31542770934746,3.00457289959396,2.85582032682411,2.66437229219978,2.55977388523654,2.4445402109077,3.45499891980779,3.31438508134974,3.48517820403146,3.82411442003249,3.31955687569182,2.15076918532723,3.161208497689,2.99080221626352,3.02515675138244,3.57953023750046,2.84389378530175,2.92499408923952,2.91548627496079,3.26200919695408,2.7057760259979,2.63632722699734,3.0505707047299,2.60067249625197,3.66433207885258,1.38930493837846,2.37559836759638,2.7618645948797,1.47535715330244,3.85074203054403,2.68601774122571,3.3823841721892,2.5223766413063,3.35925486300789,2.78315545233772,3.25112635733882,2.55851807034133,1.48029417271569,4.02122993605567,3.28917730136658,2.62360119362543,2.44792357677226,3.82383481976742,2.6648794375587
ILD_7,1,3.08286800427802,2.95789321434694,3.07004191675063,3.02178627901455,2.8993833266078,3.09066893158375,2.5012449932092,4.02426074351061,3.79134466761287,2.15842798414432,3.65984450995085,3.0477433405281,2.81210827412049,1.39218788641531,3.13977287568191,3.31473441835633,3.03397687586038,2.42436096122025,3.186401983924,2.77861447626139,2.384200039119,2.40916718054086,2.36874127355579,3.62293632176369,3.57885061134189,3.47940187582382,3.82063137974298,3.27439465711985,3.05448801391773,3.16675600428754,3.02877135369795,3.08772841223033,3.762080143672,3.05856958131236,3.10953973663229,2.99950453321121,3.26589206780458,2.25540407063638,2.82602211720303,3.19935022963973,2.24729749438347,3.60560228188686,2.2645078583236,2.13686684735143,2.36529701705724,2.03101395106752,3.8130130402562,2.41710340552302,3.44232472180567,2.47134974691404,3.43571184059983,2.90904029759842,3.2750459352422,2.55318810146419,2.04412506636721,4.04262110306461,3.27000629732891,1.78207685138616,2.3797328696095,3.76034386361811,2.4895334394357
ILD_13,1,2.98886181667981,2.90869210954201,2.93776380730972,3.06235883632761,2.88374666831915,2.28109784720908,2.62884318888859,3.97288815135956,3.68650914406755,2.55550884348464,3.67199380534595,2.86614257912353,2.92646103577952,1.67561245695308,3.14100472117567,3.43497471558092,2.97504749286443,2.69357366679386,3.09494207336152,2.87796290435205,2.53817308976294,2.42043838930485,2.35219205964409,3.54442667672511,3.52201516811952,3.56286644629667,3.86637091359568,3.06125204389711,2.13577435863325,3.56601741917398,2.99143716943006,3.16549145553625,3.76509691111932,3.33472833009875,3.14148508056147,3.07513092900601,3.24701644645097,2.20183329347927,2.36583080123887,3.17514943501948,2.41749244192243,3.71715300736614,2.25251484181359,1.9815911597336,2.42344618515643,1.87382497854321,3.71875843205487,2.38248406527477,2.65590452947013,2.5896379991123,3.54073398545078,2.88442766426351,3.32477709435563,2.80473991561475,2.61456339590048,3.93868325222026,3.16816000882127,2.48021018033083,2.33335695726507,3.82866442304209,2.5380062840184
ILD_16,1,3.0468759536368,3.09449423186047,2.91874566521613,2.60054547305822,2.90642260812763,0.920564737062762,2.30770632030171,4.06753372783434,3.80195307245422,2.84238073253033,3.67063837515907,3.00081122674989,2.8971530782108,1.24901283296965,3.15386924181494,3.30494876645321,3.05325410980798,2.48857883775692,3.12580407688815,2.72782374650819,2.60901047143809,2.33358837516662,2.32882370560837,3.43831845087979,3.44478963035629,3.62049217539751,3.73316960349251,3.22213033227575,2.66991469034112,3.60681353178864,3.10157311176977,3.18174953118816,3.72097316950669,3.24287713070597,3.63599013473141,2.72273544789204,3.17332262659822,2.3982011778024,2.40264087052267,3.03711422641087,2.41014227284479,3.71702561295936,0.845417050366435,2.0055333855334,2.2961188224643,2.27039630770246,3.82423408048195,2.64512033928808,3.24360020128029,2.55293255124981,3.58272061746803,2.94350926713245,3.60566959731057,2.61637619129468,1.24345025843807,4.05517884373642,3.26114064659011,1.71460886687485,1.44518563983014,3.65892328323408,2.54997505014567
ILD_17,1,2.95881463984507,2.99191561478488,2.98468521848321,2.62251755119593,2.84580810271361,2.80538078559953,2.09611644901975,4.05851857734949,3.7943981554956,2.32476255997848,3.67668886350521,2.85829056859764,2.83351827208085,-1.63519223836476,3.04888245795274,3.37402480554224,3.03024150174679,2.42732269324816,3.30627114279594,2.59333111222696,2.60016591418948,2.35824565009041,2.7189147896842,3.24191913480849,3.41585592019132,3.55435348539211,3.83834796693535,2.99739732562985,2.67818620684226,3.43056347262773,3.09412065066438,3.18222212045549,3.87408324193238,3.27696542808354,3.32642743233286,2.7276566955309,3.18889903129062,2.32931938312472,2.55514798419783,3.02524870248969,2.47319506663967,3.68053316522789,1.97697230415045,2.08479705723526,2.20635416126169,2.12103024527211,3.86678668376212,2.30466736892496,3.1543597671748,2.54165160207022,3.50207139161131,3.11009924120322,3.69103124872865,2.51851943524304,2.53279818211403,4.08592706669518,3.25716453315995,2.41863784933124,2.6592727204264,3.77348129292269,2.51962061118148
ILD_20,1,2.97222140670589,2.84814133499503,2.88349717143672,2.59427028009188,2.90618068511959,1.90209384559049,1.7696903765885,4.0754145139086,3.83135110529244,2.42301563932004,3.60484736078029,2.91270019504319,2.94603236191396,1.37164085873335,3.11338470007544,3.30367913212528,3.00738350977184,2.39341183910573,3.17820539049085,2.99237096855709,2.58189129969057,2.12525689517985,2.53619895588021,3.42287844540243,3.44285646822637,3.69529295252361,3.83128449826345,3.05022739786942,2.79122920646514,3.57812727176545,3.05820423879543,3.14027928250414,3.85249125378728,3.20751136632484,3.40491349931512,2.80935619526007,3.28799858109084,2.52822535038813,2.66101885196912,2.9417679521783,2.56559543960263,3.67265836593656,1.32377906026306,2.65904584603072,2.80998548516328,1.81505526847866,3.92123141738618,2.59224131632059,3.30071218568733,2.31144950794586,3.40804022318918,2.83665079439365,3.32052145957047,2.43010245837249,1.8060497392227,4.03976553890491,3.34860769637844,2.40153260051477,2.49658951348065,3.84378137812936,2.68213952393604
ILD_21,1,2.99268881759666,2.92690753370108,2.93468510452464,2.79163057034702,2.83986273521093,1.27786072026904,1.89338164037819,4.02621581167944,3.77739553750816,2.35116727668968,3.66736511699818,3.09935617327138,2.9841067756122,2.01147993653849,3.19782751408145,3.33692297246131,3.03756699153398,2.40033041481556,3.12574284404868,2.73068428478677,2.46311701373594,2.24787265342734,2.48193050793122,3.30986360526794,3.25875424804436,3.49058498315596,3.81489547493615,3.27087184515626,2.32010633557067,3.47777319378069,2.87828567342007,3.17786590309738,3.72810013257308,3.1499003940277,3.19456051888429,2.87216002262242,3.30515210979536,2.44516983716802,2.54125840550825,3.04032332345604,2.28732855446767,3.71046082474548,1.6511993951468,2.06130802204448,2.16677561417391,2.13804034936547,3.84041802852026,2.4621379834339,3.45435099023892,2.51620422462777,3.42971574166756,2.78828074176405,3.49681501748481,2.3648082889803,2.70644285065771,4.01167335743444,3.20417428892365,2.25831126371391,1.23957697903781,3.85710972191814,2.6558007172669
ILD_22,1,2.90944937442424,2.94550203752806,2.9792739043869,2.76317066040226,2.81450407292833,2.23481063354131,2.090774185934,4.06851775201731,3.79012823652257,2.54313934959377,3.63532819411692,3.15596913668297,3.01155665867275,0.706209232431142,3.10097657759874,3.42091631959777,3.01177680234987,2.52030576688542,3.29258258354064,2.93613022485108,2.61624992852016,1.76252749924254,2.52811744041822,3.3146419349368,3.47448413282958,3.49626321087676,3.76469118993996,3.04511102529814,2.93902161111133,3.60085513438667,2.9482233648803,2.98026222317185,3.93457085613135,2.8980097856273,3.04279700677498,2.83585870638739,3.12203287483277,2.36940939474799,2.39138463066084,3.07541325586813,2.34076314820357,3.62103151356484,2.3459750460495,2.4495541788381,2.3299017421803,2.22965793166922,3.71968209389035,2.46927793400723,3.43394829260437,2.51565371878872,3.18995372362391,2.84785380458681,3.50767975326358,2.69266410057409,1.40667507458346,4.06129262801883,3.13325018578892,2.12442976462774,1.25388205765768,3.77071750327731,2.78114010679924
ILD_32,1,3.1506923192006,3.18053617981354,3.15771078380715,2.84873703105694,2.82612659867435,3.36697751471675,1.57686980955558,4.08781165437799,3.85291863532747,2.71960679855776,3.64480586401193,3.01038401352713,2.91237420667487,1.85304587379077,3.03597640346045,3.34109701483568,3.16352831027382,1.35306072167581,3.10910797245479,2.89078147969212,2.73146004074873,2.55074787716427,2.69969300067648,3.49357498515904,3.29335197921548,3.57745757941974,3.84135442130834,3.08064587398832,2.72242382904033,3.68244092024244,3.13706385886955,3.03706250825775,3.80198092480912,3.50489386737491,3.37092401683486,2.78950749673922,3.21376167707813,2.72077829240305,2.62118648164647,2.92606819371471,2.27604574270361,3.68594221218075,1.06807093758859,2.19317442123846,2.56050701821699,2.17123827643928,3.88311541969743,2.73980125743123,2.91812996433446,2.00292272857002,3.47553321931815,2.88442405403456,3.22333701991933,2.69258824647506,1.37938695421456,4.12873808558563,3.29781343743189,2.29105385050818,2.57864929057565,3.79387822862002,2.64815973830289
ILD_35,1,3.16884814369119,3.31285783385355,3.26200904235507,2.3390894861739,2.83146099218854,2.92851024302494,1.29355758409349,4.03741556151449,3.78492676861349,2.55324174777892,3.59707186909498,3.05453069959664,2.50791199974931,1.47836999236825,3.13465958278169,3.37030580387803,3.26213971162726,1.72624072712548,3.21793681039275,2.87807472388409,2.6622730752016,2.8594557436055,2.46446809630639,3.52742135772345,3.2769511575085,3.46916162349697,3.82361444939766,3.16365669575548,2.87276055386917,3.68847524648692,3.38203063232427,3.12132243006417,3.84167452208217,3.53036203355119,3.49931138164389,2.52283141329591,3.08487856506825,2.79725873765569,2.7603152737756,2.565420114941,2.33980614779367,3.63102954092659,1.35683461934896,2.58034862455347,2.79144074917059,1.61725490363764,3.87940066574898,2.66044522669191,3.15546386988914,1.5808605777757,3.45958626608332,2.83608329083705,3.25664054476318,2.64207986211363,1.39528062319709,4.10712173888852,3.36164637492109,2.41904180118671,2.23749259589222,3.55001310520152,2.35496570554052
ILD_36,1,3.07582330084798,3.23016337299187,3.20713567032788,2.52717180313494,2.77196019027725,2.98794549609103,1.7679151298344,4.05829064500811,3.79230409191577,2.42202660222423,3.57742442795659,3.08108264052934,2.97629056402929,2.23001628259991,3.08659161055742,3.27903211937385,2.96077632459194,2.25879086919824,3.24260723052321,2.91219605864417,2.1304811762202,2.52559087407927,2.56761408354002,3.55768455785323,3.42117111099749,3.55685687416047,3.81330754078626,3.0617229260474,2.85292456481701,3.70087212211877,3.1715569274731,3.07762804327018,3.83382358689447,3.51101057183477,3.54758094157824,2.6947437101966,3.11482251936944,2.74854424433864,2.48417487703615,2.91178216169549,2.25211166551715,3.6986459816136,2.08641426715813,2.46609970193552,2.62865500637208,2.51668652894622,3.8013303678737,2.3482537211292,3.34636104724055,2.75088785497462,3.22856845702484,3.11758802633776,3.4111921560147,2.49297548030767,1.68866417051556,4.09026419873888,3.26101022495867,2.56220587169095,2.14277233615311,3.75815979263649,2.64309943087223
ILD_37,1,3.14612438531304,2.96457114671796,2.89805575190817,2.86264040200363,2.86382847786136,3.17786869128296,1.71950885713085,4.10365029423301,3.84866758662778,2.55533400748197,3.65150018760831,3.34021852830131,3.12308396420677,2.42542909784518,3.15722705122228,3.41892647148918,3.20833091988879,2.13741277566807,3.1587590011385,2.90971049786362,2.10250452242086,2.03367116223667,2.49444282711215,3.48942097170412,3.37132147610148,3.59558814392216,3.86938141820041,3.22125664124126,1.88386145968438,3.30359780748256,2.91092131256162,2.9526276100745,3.66959555083971,3.34998090798312,3.171348069999,2.83399793294488,3.31263528094477,2.58049162762694,2.25337159550423,3.12392058526688,2.35017462390773,3.54734301159618,2.50464479008977,2.40509715183893,2.70976400986811,2.11876786292086,3.84582558305502,2.72282406015667,3.26712646444676,2.30170414607672,3.54100451104685,2.5440334042626,2.9602903423304,2.71975822216403,1.87392505516958,4.11261071431154,3.25277332269701,2.57203251402592,2.47201478432242,3.64217718861298,2.61464588915519
ILD_42,1,3.12177217604449,3.07872209204759,2.91335584640795,2.79067675404039,2.82859106410079,1.74643036387487,2.04030132122053,4.059953238369,3.79192585340702,2.7174693180508,3.70007263074142,3.26013157070244,2.99832242750443,1.54196342782937,3.05263868701563,3.39725923228488,3.03077938829183,2.52362606761326,3.20283055829888,2.86852951433238,1.9523661331595,2.23431347126904,2.34782984205155,3.54777972397146,3.43864701980917,3.67705531449494,3.86616109873078,3.42703110761026,2.35646588555322,3.58798125754923,3.15930569979437,3.11416461631466,3.53676198832617,3.36126631835186,2.91132726260674,2.93250629387792,3.32945179545155,2.45159691892644,2.76843558411877,3.12921781347247,2.47526989674211,3.58369083396576,1.36349486314891,1.97890222731231,2.58967056226358,1.70894224561081,3.7804491491195,2.65802969462998,2.98548608001593,1.8923496663648,3.46753070332277,2.59701165960385,2.9830227121748,2.8153285037076,1.68447949671069,4.0697907347126,3.29467941150225,1.88683152713747,2.66341653748735,3.73182954644706,2.75712228635487
ILD_45,1,3.17599219774611,2.91569412989317,3.030750081908,2.79556449675157,2.84917252561772,3.0521881851261,2.3115708788969,4.0710996870101,3.83931822499423,2.7561242877945,3.61331770161193,3.32316617776085,3.13154678384104,2.00701139212786,3.06087351390557,3.37259628149045,3.033931049394,1.99364966514597,3.08905384855287,2.81672276760652,1.29754807482149,2.41077301699586,2.39371745772577,3.59741527832724,3.38790960289549,3.633102147776,3.82374190138057,3.36430054873335,2.39929906280597,3.40358127420371,3.46204850600059,2.85698858868738,3.69410219842691,3.23409032127192,3.029077245226,2.9407112880005,3.36781813660055,2.46655715539494,2.87356599299828,3.24848259348019,2.48159518315046,3.64836195929072,2.52899004115602,1.73382588384873,2.47631654093576,1.72381043518462,3.85922475539273,2.43159165964361,3.24532990802169,2.5633047709183,3.38942972346597,2.57493922337905,3.14721109742039,2.71482834229707,1.47446972617288,4.0318131703919,3.20358178113463,2.41430729382586,1.68242496265262,3.69314333009259,2.76507877711089
ILD_46,1,3.18596103708882,2.95949240523764,3.05678021403754,2.70196751328011,2.78965945105177,1.84768906691347,1.42346508024697,4.11355357285811,3.82592561501962,2.43342006561727,3.72629534506832,3.0572389997702,2.93686784399784,1.31718077404567,3.25449777786077,3.50026122221119,3.12658172978678,1.54781701754879,3.30493059366174,2.68505239243658,2.57580362803577,2.32091553932792,2.42818883446336,3.420400377034,3.13808613723831,3.72023740440273,3.92164671872127,3.19877802426576,2.31166428734632,3.57439170017821,3.07788183576852,3.37591984881642,3.48112174172501,3.39859282211232,2.84180493873999,2.87475376087354,3.43670925769074,2.47554576763417,2.78642965178871,3.01532301289683,2.19639502002632,3.58806651610892,1.5144145926212,1.9998275146226,2.51050217050187,1.35393796106493,3.88633206273257,2.64102554060268,2.59941626582114,1.49288993277509,3.68874422707534,2.66807070830813,3.21830575343241,2.80877534105624,1.58250492358558,4.06343945383916,3.30221564671054,2.36173270079276,2.78059146106895,3.70210227787787,2.76419745823187
ILD_50,1,3.1480034715824,2.88342884020069,3.08598813846313,2.76942261738785,2.89547541500238,3.34086873900312,1.9995808018493,4.08349216415445,3.84505037070748,2.37674477646115,3.73424628148429,3.2489264915457,2.9656818557593,1.79720873340043,3.16823519443498,3.48677882237513,3.14301268400235,2.05857361404054,3.11963583083419,2.87366339513118,1.99966043475166,2.33340491632983,2.47640015840857,3.55168939209823,3.31204568746119,3.72624580102788,3.89182750098855,3.1567628438353,2.51177506803417,3.38937900649838,3.24593153608864,2.8002512366797,3.70202727128546,3.49075597106802,3.22393879562363,2.85193137460524,3.4285123552336,2.57304370234563,2.84222360056507,3.18287438801031,2.48577111636969,3.59365188594868,1.8369580460769,2.16182606895085,2.42529730586819,2.09537765083621,3.82548323250039,2.83188918876595,3.33985241955291,1.9692685336466,3.45191788561463,2.4275124959904,3.01470149827879,2.74338149105415,2.22064960159368,4.04209463566595,3.2478013640208,2.45789379783109,1.88898217356424,3.75935336648169,2.65582472375434
ILD_52,1,3.09571882562333,2.91812187039164,3.04269814215948,2.54355095214563,2.88594757264591,3.18879367355504,1.76462293455891,4.0659432495515,3.81194547099842,2.68914549972573,3.74518713214729,3.27192192009029,2.93442498730486,2.2192202599567,3.25325832699135,3.49333006548835,3.06699164559678,1.91053161117937,3.20982562118553,2.77150956323188,2.46590589892423,1.89632154426949,2.42578673202773,3.53616240352017,3.39059786203871,3.5375778696337,3.92419837581002,3.17181657085561,2.11431059726619,3.31416999670036,3.26035581070595,2.73294802041204,3.72999404591609,3.3434128671272,3.07013781498203,2.79637288355511,3.33488428042556,2.59245009467798,2.96200936217728,3.12530520719425,2.33052445087331,3.59619621175033,1.51000664173287,2.07233689279021,2.58186904945309,1.65945546534166,3.78217873716409,2.75373193471952,3.13692279421314,2.54410116246931,3.45476838703015,2.43773417739389,2.94621883494206,2.82696566179953,1.54245691513963,4.05537932416301,3.16658230492292,2.17506493756997,1.74830232040131,3.8333091151274,2.57820043825576
ILD_62,1,3.16022770392539,2.96240760311776,2.84520300993879,2.44764228439912,2.81135232787699,2.05483839487345,1.93312543092675,4.06381805375047,3.84025999563488,2.56978887813181,3.75433671957551,3.31615926553132,3.00665007575506,1.84634852912219,3.18650677293175,3.48650640123952,3.13555001206006,2.6606847998436,3.16808836179909,2.9339452271225,2.64022296547881,2.12651765725934,2.60829681453729,3.40240883039099,3.26353818382504,3.68005274726994,3.88666465465628,3.12523514965563,3.15541763834844,3.49687566179021,3.28844324933591,2.94616808997796,3.81735048405146,3.49313973464033,3.40842805551332,2.72595716581116,3.37122966870511,2.70558838409183,1.74110548340476,2.89255423790698,2.40021231076666,3.65280880519795,1.81975268450655,2.10704653971512,1.94347290670795,1.71101326835859,3.77519900633842,2.68018793676187,3.2960970709322,2.1437588912595,3.47924174726052,2.40192137774741,2.73206607793919,2.78842780651453,1.83755440728722,4.04316117670322,3.18386300922807,2.33221698824168,2.4775333631918,3.87714586299864,2.82224379934918
ILD_65,1,3.06704206377202,2.96754882106586,2.96177826547212,2.38559092420734,2.97855942803164,1.34994953651808,1.37557874911482,4.04989844927158,3.81856770541958,2.76206050797657,3.66146327571719,3.12996744275,3.01917515583421,0.938169273266848,3.03251148582849,3.37856520816511,2.90354036074566,2.8357648308267,3.0520845969693,2.93598617091411,2.78499428760309,2.54852055095487,2.22013280208771,2.91827513465,2.33612141325798,3.48864284202943,3.77557848004634,3.11517888869087,2.28058340533159,3.29848112905654,3.22039462644407,2.62027631250508,3.73153039950638,2.92445127248682,3.00618012028625,2.6570970471442,3.36236390557812,2.5518104217713,1.23648296902506,2.92469822853026,2.33568672550024,3.69696273617307,2.38601804627809,2.50348696264514,2.22061838240914,2.44029901167835,3.80684547532803,2.77849850365447,3.05288396226243,2.66987238913328,3.28974632635025,2.59139799372251,3.08364526774529,2.78972455967211,1.40394008645452,4.02239599464075,3.29648289699651,2.59683506499281,1.91787358207263,3.94883122869545,2.73691282541188
ILD_69,1,3.16844922431963,2.82225753998694,3.05882697727595,2.76701355233312,2.77698916018693,2.81236510201839,2.16647210214487,4.04009001688327,3.70958130928374,2.30229908368735,3.71664106771061,2.77148958930674,2.84759640448299,2.11646549127365,3.24896116354881,3.49610930520648,2.93754065555533,2.25389412141853,3.16955364424529,2.75173666827447,2.48237938494334,2.31327034122405,2.39769781056475,3.47191977909386,3.31825527252198,3.62493647077838,3.94169270453714,3.34446683966086,2.84848985019478,3.54226772317823,3.16414945430359,3.22499186715183,3.73358903683934,3.48898370658298,3.07854014567995,2.84801975755064,3.36554089531082,2.11616986814964,2.4341776882814,3.28170269464052,2.54371594737293,3.59163605179371,1.24257296085397,1.98351159632722,1.98444504811574,1.37744438633875,3.72617991963889,2.44678098509724,3.31333891312101,2.73364188300594,3.46475332850578,2.41765443488536,3.11911734234777,2.67160712406201,2.07511461799392,3.98559351998674,3.18549486462998,2.39901091484633,2.31770344933628,3.80659526521948,2.37274132199638
ILD_70,1,3.12076781118511,2.91958667011521,2.75131629699853,2.74189309572017,2.55083792800083,3.04238216491212,1.96552177539854,4.03209210934383,3.65727523130188,2.2389823718958,3.70445246830568,2.74398624668934,2.76034549247799,2.07537338400756,3.19712536798443,3.43827646772495,3.06585437640766,2.56771340543849,3.11644569956001,2.79930051741848,2.62980364859156,2.27949849551465,2.56529662128541,3.6301640074665,3.30725955797814,3.43416700975503,3.90568448995741,3.2682196362434,3.05664020307949,3.6791380613769,3.15565326785884,2.96985215912237,3.74330507063547,3.40631082702554,3.50738045759435,2.8364229054583,3.26334855686491,2.47467345645686,2.74023360119135,3.17231062695045,2.33150441725293,3.62062874976069,1.47551019992526,2.28687508454352,1.82475725038695,2.02820496149941,3.78759593604094,2.47456071050919,2.5056933117207,2.32134011522951,3.51797424206746,2.73286197404948,3.17843134468227,2.72296236211064,1.93663755307473,3.98753053246418,3.17158527386847,1.8360615500914,2.71162215272662,3.67410578607296,2.5248203841355
ILD_78,1,3.10741444643037,2.9951906127621,2.75283344243425,2.82283700833109,2.82107284815801,2.9406831369388,1.12719869194116,4.05877579256971,3.76457289396371,2.46749327647853,3.62682395018429,2.9733851515004,3.03322271816156,2.03502538669281,3.10593905926437,3.37528312849059,3.04170631550562,1.42265444179187,3.07165054723389,2.76115839392456,2.46044661815632,2.12913067435727,2.32020967190188,3.50440059581615,3.29646877866801,3.61619512697965,3.82565058944919,3.27290346283201,2.09948636129967,3.13546238723023,3.00159128416658,2.8285462672926,3.61922638282659,3.35234474209543,3.08452038494203,2.81568054536683,3.1769351424272,2.28060192874819,2.68114916390486,3.05857898069971,2.24065042717485,3.59273174280862,1.77571326117631,1.93748666356333,2.80744828328989,2.05899954121078,3.82894368869604,2.66771487568879,3.31410518100451,2.49676009172101,3.54598664393957,2.5103138053252,2.96039823254424,2.59113728021826,2.26269340144924,4.02924354753009,3.24578279354852,2.48038304413798,1.43742384186855,3.82168889821039,2.76948805388968
ILD_86,1,2.89426855523131,2.90153319860018,2.79718487766706,2.96272214432191,2.90074029246291,2.66426557593734,2.46439111456691,4.04636173538782,3.77478835128572,2.79218124653428,3.58589832382935,2.93049172611944,2.93923955039263,2.53084217472139,2.75367510004833,3.35178767954855,2.89798159628829,1.95226429168798,2.92739259177829,2.91564411803928,2.34077742387776,1.72087601330233,2.27627252578262,3.41361730128773,3.26436911936863,3.51394926890305,3.77258384092819,3.15481132480757,2.18058325607913,3.29123332840918,2.78958731242542,2.7921960840867,3.42317151920537,3.18972081843937,2.87210410737939,3.03715124784124,3.1751531972379,2.15954747850128,2.53636770865286,3.27111568456449,2.16720492605453,3.66063010077725,2.42381098981232,2.60637886887205,2.21593718711133,2.3699973881801,3.79845543124822,2.3575289202722,3.14711215846967,2.54209626806716,3.4697143517501,2.84889390963877,3.2772230061368,2.65140051850867,2.42084403111333,4.02355410304681,3.15523725098832,2.87838289580869,2.44072620394834,3.66497690089921,2.48963604585542
ILD_87,1,3.31928400603561,2.98659168287126,2.98627733587848,2.5631144905606,2.61544827907696,2.53422186398715,1.41071854687325,4.12974105677857,3.90595777305983,2.36235150850186,3.70268763604249,2.81317293628241,2.57962903170368,1.50482846911637,3.30632809071189,3.43940413280343,3.11241251690492,1.67056292780249,3.22715084957438,2.80432946846149,2.4862126660669,2.4897503164518,2.48533571128074,2.80567302428028,2.97931883623077,3.54592440551799,3.90563755663079,3.35980813463507,2.21692047567506,3.34699665933982,3.23067668260081,3.00610762789519,3.68375866541197,3.22914568666575,3.26909719142293,2.56207237739707,3.26996519240935,3.22156568535452,2.54967582555613,2.78278172551119,2.74623506468837,3.54072007039073,2.05011114224272,2.57342660747761,2.50167371230994,2.2145790275483,3.89204750809551,2.44779991913833,2.99917848828588,2.37515838936353,3.56477997593135,2.4566927336355,3.15084403550216,2.70377037167671,2.24343074899232,4.04059920039064,3.03461193775055,2.515049500208,2.46347682453232,3.97417704150602,2.34499977190328
ILD_89,1,3.08033951329028,2.96336536610438,2.9599631562339,2.82172135481346,2.81190499362279,2.74377116787003,2.00236018846697,4.09676540497541,3.8521975529488,2.52702460146525,3.6778088591364,3.00691125458485,3.05657247084613,1.71566956521409,3.13754336658916,3.46388692413027,3.23928661173203,2.2606852570512,2.9588473256233,2.82947233377208,2.52933982231589,2.19360322802925,2.2180693283656,3.4140198669308,3.22636332080084,3.67191962588858,3.85279614562544,3.31318032600084,2.36289082241129,3.3434242696111,3.06865389959674,2.93104484018478,3.70409423282201,3.38084872603269,3.03410547205722,2.75467194913698,3.2586479700661,2.29406325264899,2.57351406999565,3.15009748936501,2.35776784558539,3.55478365092237,2.06937953490992,2.10415764979718,2.70589888267461,1.83517927330665,3.87230777398177,2.3900516713842,3.24194360275345,2.65483299777023,3.61953482948108,2.41123317701365,2.98520906683382,2.74301216428712,2.27460400353509,4.09187127389798,3.09894289184839,2.22799282881052,1.91023022330356,3.82727445151139,2.49558522085593
