,Group,A0A0C4DH43,A1BG,A2M,ACTB,ADAM10,ADAMTSL4,AFM,AGT,ALB.1,ALDOB,ANGPT1,ANGPTL3,ANGPTL6,ANPEP,ANXA7,APCS,APOA1,APOA2,APOA4,APOB,APOC1,APOC3,APOC4,APOC4.APOC2,APOD,APOE,APOL1,APOM,APP,ASL,ATRN,AZGP1,AZU1,B2M,BCHE,BIN2,BPIFB1,C1QB,C1QC,C1R,C1RL,C1S,C2,C3,C4A,C4B,C4BPA,C4BPB,C5,C6,C7,C8A,C8B,C8G,C9,CA1,CALM2,CALML5,CAMP,CAP1,CAPNS1,CCL14,CD14,CD163,CD248,CD36,CD82,CD9,CDHR2,CETP,CFB,CFD,CFH.1,CFHR1,CFHR2,CFHR4,CFI,CLEC3B,CLU,CNDP1,COL11A2,COL6A3,COLEC11,COMP,CP,CPB2,CPN2,CRP,CRTAC1,CST3,CTSA,CTSB,CTSD,CTSG,CTTN,DBH,DPP4,DSC1,DSG1,EFEMP1,EGF,F12,F13A1,F5,F8,FBLN1,FBLN5,FBN1,FCGBP,FCN3,FERMT3,FETUB,FGB,FGG,FGG.1,FN1,GANAB,GAPDH,GGH,GNPTG,GP5,GPLD1,GPR126,GPX3,GRN,GSN,HABP2,HBA1,HBB,HBD,HGFAC,HIST1H4A,HP.1,HPSE,HSPA5,HSPA8,ICAM1,IGF2,IGFALS,IGFBP2,IGFBP4,IGHG1,IGHV1.18,IGHV3.43,IGHV3.74,IGHV7.81,IGKC,IGKV1.5,IGKV1.8,IGKV2.24,IGKV2D.28,IGKV2D.29,IGLL1,IGLL5,IL6ST,INHBC,ITGA2B,ITGA6,ITGB3,ITIH1,ITIH2.1,ITIH3,ITIH4,ITIH4.1,KPRP,LBP,LCAT,LIMS1,LPA,LRG1,LRP1,LTBP1.1,LUM,LYZ,MASP1.1,MASP2,MEGF8,MENT,MINPP1,MMRN2,MPO,MST1,MXRA5,MYL6,MYLK,NEO1,NID1,OAF,OIT3,OMD,ORM1,ORM2,P01599,P01619,P01700,P01714,P01717,P04430,P04432,P06331,P0DOY3,PCCB,PCSK9,PCYOX1,PDLIM1,PECAM1,PF4,PFN1,PI16,PIGR,PLA2G7,PLEK,PLG,PLTP,PLXDC1,PLXDC2,PLXNB1,PON1,PPBP,PPIA,PRDX2,PRG4,PROS1,PSAP,PSMA4,PSMB1,PSMB7,PTGDS,PTPRJ,PVR,PZP,QSOX1,RAC2,RAP1B,RARRES2,RBP4,RNASE1,RPL27A,S100A8,S100A9,SAA1,SAA2,SDCBP,SDPR,SELP,SEPP1,SERPINA1.1,SERPINA10,SERPINA11,SERPINA3,SERPINA4,SERPINA5,SERPINA6,SERPINA7,SERPIND1,SERPINF1,SERPINF2,SHBG,SLC2A1,SPP1,SRI,STOM,TAGLN2,TGFB1,TGFBI,TIMP1,TLN1,TNC,TPM4,TPP1,TTR,TUBB1,TUBB4B,UQCRC2,VASN,VCAM1,VCL,VCP,VNN1,VWF,WDR6,YWHAZ
HC_1_imputed_intensity,0,149814.61193128,185620000,1374100000,12604000,2385000,5512399.99999999,58939000.0000001,102540000,25332999999.9999,279818.546137782,6485700,2536400,2070300,10363,442958.685929747,79335000.0000001,7.732e+09,345570000,334360000,497760000,236160000,720390000,304044.447115739,141950000,156750000,3378200000,97233000.0000001,157730000,6806800.00000001,87459.3599770096,21985000,110850000,416366.875633473,274535.85396554,4424200,29726.0152508845,412906.382181305,53194000,56610000,71126000,8606700,157870000,3017800,4192900000,213760000,1029300000,1278600000,131550000,129320000,99551000,48435000,44583000,17160000,27482000,161060000,667703.589263704,6271600,5499500,3828700,159141.925931921,901240.000000001,176547.341334237,8240400,1370200,13573000,2071600,372490.790039383,184786.263416584,153739.00957786,5530900,177770000,13520000,326180000,67135000,10088000,144092.819229812,47309000,60396999.9999999,1586800000,5496800,4023000,3192600,42448000,525770,422810000,27216000,32229000,6006000,2846700,138557.883101885,311453.964566143,181380.299273758,11568000,33992000,9329900,94951.8838737639,2263500,28815000,123380000,6107700,6799000,16068000,5377800,82368000,198880,33506000,507169.999999999,11466000,3671700,29623000,128059.315539525,7129099.99999999,935610,1530200,108660.641493192,340690000,11470000,15312000,7443099.99999999,159771.778349515,541842.036205459,15555000,142106.591444976,11519000,8232900.00000001,195610000,39879000,218400000,152810000,1995100,29393000,9245600,2488300000,115521.883570641,13725000,6930400.00000001,100687.58797089,4915999.99999999,15229000,1886200,122660.23164067,9166600000.00001,10627000,16417000,56597.5853222223,1845800,2414100000,176182.022294932,6593999.99999999,60174000,2237800000,916480000,10733000,319050000,46691.5442230873,558695.571753357,2884600,554919.282056931,12164000,5710600000,1.256e+10,916440000,398016.943094735,791500000.000001,7087600,21136000,10168000,149821.87500005,57321000.0000001,54884000,1653600,156850000,596320000,5152000,56100000,5314700,52931.5877283346,16327000,2002200,156586.264168579,2208000,6423700,177330.255226256,181541.79000904,3929200,14333000,328860000,3516800,2715800,12693000,1224900000,291960000,15186000,469270000,434482.030152765,32455000,28846000,4186100,111894.080047528,77749000,3142200000,424027.574525311,2437100,5659800,208680.119855312,104862.734921946,83567000,296048.350324719,565130000,173030.589129411,3607800,1542800,197800000,16496000,16831000,41575000,22047000,146870000,49205000,165864.967373015,6676000,8425400.00000001,335840000,6537500,84218.9413644822,7866499.99999999,179936.464679547,69703.4105815277,29029000,847584.182523534,22975000,5324400,41078.2505854419,90689.4398060606,234843.557996689,37452000,571050.569586039,75782.3050458922,260209.623855831,12303000,2434900,9146499.99999999,2245100,9807800.00000001,8020199.99999999,51356000,1516300000,13078000,82534.5390100284,144310000,31846000,11660000,23102000,15682000,78564000,33169000,116290000,945980.000000001,562688.962839759,4025700,49393.1307462841,4127000,176481.618284346,38159000,16551000,90385.1069236752,641219.999999999,1255700000,18945000,51639000,829580000,657150.000000001,606250,244255.787449761,2898100,9973300,4759300,2461100,4452000,1123800000,184103.75033537,13746000
HC_2_imputed_intensity,0,4954500,404670000,3356400000,40697000,6076099.99999999,10233000,154060000,136110000,4.0276e+10,109756.030648733,301794.530513371,210335.732800218,2147800,822640,302358.39744421,77007999.9999999,1.1827e+10,1429500000,796860000,1720200000,2411800000,4935800000,24649000,287980000,842990000,8287100000,179710000,415860000,299598.732833469,192187.452974658,71777999.9999999,209130000,223708.864414025,10673000,11104000,4669500,3898000,31723000,13711000,70522000,12140000,825850000,18206000,6077799999.99999,322480000,1403400000,3022200000,349670000,194770000,71703000,47695000,45370000,46928000.0000001,64238000,80773999.9999999,20795000,185480000,178582.520897483,3856100,2778700,7842100,298006.156403683,32940000,125452.703004651,1234400,9880500.00000001,5299900,925065.805859101,140569.697173013,15786000,467180000,38920000,855930000.000001,29457000,18287000,12919000,101030000,113870000,1692600000,35144000,181975.187036729,525959.909582123,44297000,27711000,643620000,65488000,36768000,18305000,7778200.00000001,13528000,160895.891512885,87700.8003946182,154622.088151837,208234.377357653,373695.341610646,3065800,2090000,371026.728926653,9003500,19463000,130821.855139051,102160000,14968000,286340000,636530,29251000,223751.78029005,43434000,4385100,51487000,9446900.00000001,23790000,2.694e+09,1054100000,29983000,339060000,6458000,8295400,2786600,502744.67313124,615999.999999999,69980000.0000001,757000.787371429,65462000,6608799.99999999,472750000,393820000,1146500000,423700000,17414000,58643000,1055816.81645605,7252000000.00001,256757.634965999,6388200,25270000,285292.320413283,263952.853119219,42023000,7998400,6170700,7124599999.99999,1456915.32056877,222999.572647841,564701.780970455,1455000,4029500000,129012.453912542,170654.455406633,74902999.9999999,140212.81306455,658460000,11785000,321630000,802209.999999999,7200800.00000001,11148000,5742100,24545000,928080000,2546700000,77223000,172325.312942414,976199999.999999,504988.549787123,55858000,36936000,13142000,80789000,107020000,23672000,12055000,187800000,3084900,98481999.9999999,19924000,62494.1581881276,266048.987903949,438211.855866311,2851800,131206.286569642,43468000,245892.74822987,4461800,239113.255862868,1828000,34027000,3570400,153055.994083863,94006.2358267557,807379999.999999,450890000,136741.73734787,655420000.000001,114970000,327831.652538467,24761000,453132.885217325,243501.030365952,266690.725145606,188490000,206887.934238851,1273500,81570999.9999999,12506000,562128.598254598,193890000,21510000,134710000,15546000,88335.4913550086,3650200,638179999.999999,61047999.9999999,309698.643561984,4788600,1575800,316400000,122920000,4831500,9703700,5660300,1150800000,6129800,5152800,7518699.99999999,117025.305610944,438973.967054972,1632900,124514.571830551,841650,14178000,17251000,16504000,169106.626105871,64409000,128733.524184089,282239.780243266,121340000,274840000,274940.171392723,2023300,8984400.00000001,12610000,1616500,117350000,1645900000,36083000,121179.304151968,670490000.000001,91854999.9999999,13749000,46379000,50937999.9999999,128030000,76992000.0000001,251870000,12618000,20910000,10347000,399888.39958904,16862000,34282000,6761100,10290000,398199.798184955,55523000,111110000,89019000,363878.197446636,979259999.999999,592350,3479500,213388.946706268,6024800.00000001,3242500,10726000,2198200,109106.542629081,107140000,117998.706659519,50937999.9999999
HC_3_imputed_intensity,0,585950.318029464,184920000,1296300000,14518000,3946400,7034699.99999999,46784000,81269999.9999999,27850999999.9999,317465.178499817,2714800,2217600,2155800,501037.070490956,117092.393386003,88493000.0000001,8243799999.99999,419550000,520860000,421420000,328640000,2562800000,5809800,179890000,226980000,4763799999.99999,117690000,128460000,5041500,315475.915201569,21914000,124390000,288097.285823826,233582.83271085,352696.277080915,190818.733177706,224337.496612176,43729000,105660000,64527000,8791499.99999999,113200000,3934300,2617100000,656610000,1726100000,1287300000,128440000,121830000,70259000,49124000,35071000,19399000,29186000,106400000,1359300,16921000,488850,250933.598443238,196218.859479458,610460.31645471,99199.2204580366,9188000.00000001,146378.896008446,39973000,1631300,206160.805840523,13609000,368289.054187569,8212499.99999999,1.27e+08,17247000,230740000,71962000,10105000,70418.2239008673,40673000,83283000.0000001,1537100000,6753000.00000001,6211299.99999999,4564400,39419000,117890,396330000,25250000,15177000,218879.989853525,4291999.99999999,2943100,177425.035711583,956797.014817427,2437500,13625000,8092699.99999999,4482200,2053900,110274.90512197,419647.543929384,7092600,1295800,38741000,6734700,145380000,627834.77271159,30133000,101023.563460026,2029700,3121300,22230000,3006900,9065699.99999999,790100,1618000,218655.59349237,391130000,10336000,4831800,1449400,243896.053153687,1856100,24365000,2937200,13400000,325505.997453654,161040000,42203000,211520000,134140000,4830900,53785000,12769000,1059900000,3884700,16015000,21452000,204425.352227108,338779.983860705,17257000,2302800,744004.625358763,1.2664e+10,17898000,13279000,1024804.60079297,2367700,1614900000,164626.452657423,678804.57606581,39477000,367799.200087127,1096300000,735165.155095604,715080000.000001,847064.311692443,95191.6448161728,13821000,235567.600688059,22664000,7880699999.99999,1.423e+10,1.663e+09,206808.505146979,680010000,308293.219576919,29960000,6304500,823217.45575089,75785000,30573000,4394500,133790000,557530000,550875.537586132,212250000,4876600,569840.099232445,88488000.0000001,611140.855186066,81389.7999510643,305839.716387438,5637500.00000001,236594.677694473,272409.531146826,4048400,13349000,254850000,126550.325899532,6511699.99999999,24006000,779670000,167820000,19476000,449180000.000001,73411999.9999999,37034000,44671000,5732000,226340.292618283,66033000,3739400000,144981.569165101,5367200,23104000,328712.182940488,152046.050600432,69301000,2087400,1099200000,9116600.00000001,361099.499706275,309318.119058609,175700000,16426000,40059000,34485000,33237000,161850000,53087000,4231300,300399.529740812,5987300,377790000,6589400,383112.06807756,253937.288935328,85145.0472287288,5212600,23023000,806101.150527521,9703000,5734999.99999999,232653.747271832,7569500,3398400,40653000,151385.822174779,207622.993020001,225647.211793293,630583.397341577,130395.065472588,12885000,3785600,209040.427046124,1885300,80257000,1332600000,11141000,626969.380345278,147730000,34625000,13011000,32982000,13080000,84458000,30540000,133220000,14386000,583702.656884782,12654000,252487.764746207,6059600,517311.287903647,33639000,14561000,234893.534063394,3250900,1161400000,35257000,24001000,921819999.999999,423460,279384.601238186,317942.006560194,2447200,5698600,672388.101710351,1763500,94836.9155211303,759090000.000001,262355.974894776,18200000
HC_4_imputed_intensity,0,4571700,416740000,3511200000,80993000.0000001,6706100.00000001,14472000,213160000,167850000,4.605e+10,738615.66408074,803482.393025465,3661800,1744400,744690,709050.977935279,66271000,1.5535e+10,1339500000,1633300000,1645400000,3207900000,3488100000,51867000,459770000,880620000,1.8457e+10,334560000,648250000,165611.010389732,326934.174223718,67686999.9999999,193520000,454176.296140724,18922000,11058000,10827000,3471800,671663.252118967,3229300,85596000.0000001,25933000,1023600000,16704000,5665699999.99999,238840000,1461900000,3.44e+09,468710000,158770000,90662000,48445000,54272000,64917000,66638000,75169000.0000001,13838000,142530000,440789.657418459,9084400,5698200,7934199.99999999,3478100,55795000,4227800,459590,10096000,3147700,49451000,312670,23457000,402850000,22481000,880010000,22991000,33393000,8558299.99999999,117120000,112140000,2.162e+09,41713000,259403.347991523,392359.265438292,16986000,15932000,380380000,62609000,43210000,300302.928675335,10890000,12734000,534965.516326431,92814.4119123975,145039.49430317,176946.827093766,817759.733426738,11102000,5767200,253925.523019022,1449600,16515000,74675.3715988433,79318000,16935000,1.39e+08,780029.15260394,22975000,333947.263830025,18183000,3399400,27898000,10936000,18067000,3755900000,1000800000,32902000,525940000,15270000,5229600,2179900,7644000.00000001,983330.000000001,48856000,279870.112470322,57354000,7565100,493200000,243130000,1899700000,701849999.999999,27825000,67044000,169671.112938168,3.543e+09,1067046.20053261,11508000,55900000,153021.089109977,78675.4910317896,48426000,220822.637682148,8670400,9104599999.99998,306875.529412202,41216000,93599999.9999999,1423700,4009500000,8987900,475698.50395773,55936000,318767.499658527,1018600000,563957.018111021,544290000,379248.776394082,8107600.00000001,18136000,10526000,59546000,780270000.000001,2032900000,101530000,230063.851861439,1.091e+09,165142.712762587,43376000,60023000,10223000,2233400,70986000.0000001,15860000,12160000,280270000,476593.319963892,108710000,44416000,209545.483813831,307876.902681907,176493.68263382,5202999.99999999,513071.588509054,44526000,267426.81379304,4056300,6030200,208200.894395104,26875000,479991.739484666,865520.000000001,497048.205470488,829030000,829870000.000001,312164.741478137,572290000,166900000,121407.551534774,37945000,328049.10878232,6334500,157282.996028933,308550000,483879.396725431,1794100,36933000,23678000,914819.453983962,246770000,27215000,135270000,3743400,227462.573094504,3770900,712340000,46419000,1014800,3138900,3413300,362090000,284400000,4413900,41981000,11201000,760750000.000001,6092100,19691000,22771000,257395.506674747,411415.551400033,1903500,2620800,338060,16583000,17409000,23364000,2321000,47326000,223229.050330685,332801.30511369,721650.531044995,16367000,662292.295986661,1832000,4428600,12207000,5152400,171450000,2321100000,30963000,527846.778968172,466860000,91998000,20613000,48788000,40133000,92897000,108230000,225900000,11992000,19559000,207364.125766756,340631.499476908,22854000,51484000,10938000,10565000,272717.599843488,105580000,40168000,183430000,20700000,870620000,513280,334355.178188942,230203.217699694,8542699.99999999,2936300,32264000,2843300,261607.565744865,106670000,858938.882455466,56987000
HC_5_imputed_intensity,0,15472000,309380000,2574600000,16727000,943840,6335000,68416000,96779000,2.9701e+10,342689.477256396,2723900,231895.004274632,193396.22101248,82436.9999999999,97233.5874738939,187130000,1.1835e+10,536120000,416940000,558670000,118100000,832680000.000001,102889.552862162,110130000,182390000,2331400000,94762000.0000001,168570000,3578100,170634.271449388,24209000,159650000,6533400,180852.495491983,7016800,135843.863399082,115913.883720371,68785000,96252000,90084000,10223000,165360000,11063000,5162199999.99999,563380000,1.89e+09,1.224e+09,123050000,146920000,80430999.9999999,60356000,45869000,27442000,36947000,113500000,8186900,25635000,637630.000000001,870161.10657988,1137150.91719956,454573.779513166,159539.897211374,10071000,1720000,12583000,485660,305563.609631244,172694.093993921,187595.169322229,5892400,260280000,19286000,483010000,65242000,16311000,162176.899132153,65218999.9999999,91455000,1658300000,6039400,6945999.99999999,3016100,25520000,130310,576070000,15815000,712961.012215145,344499.157519762,2074000,239167.182656704,81633.2469305951,340603.378279676,3349300,39806000,9211000.00000001,989940.000000001,2730000,265838.151789367,2195400,5444200.00000001,5896700,15177000,4656600.00000001,144100000,236790,31973000,329817.563684031,1616500,3797600,35955000,62206.5146200484,9687400,238240,490790,324858.490545191,428310000,10744000,7533199.99999999,90988.0010329065,968510.436904887,1898900,26191000,276732.128200775,13840000,5405799.99999999,94209000,25546000,512820000,336180000,6259100,29829000,279671.502651099,2212400000,2481100,16971000,6506800.00000001,197716.733282627,4699400,20691000,997889.999999999,85851.1686247877,9934900000.00002,14196000,15648000,287932.580844637,76537.8373321026,1906100000,147730000,15586000,180860000,1912700000,1881100000,17345000,93271000,1835500,136855.13615068,2923900,428896.609147419,17463000,6448199999.99999,9788300000.00001,1.266e+09,463738.711996302,858279999.999999,153232.620443976,40617000,12482000,366737.128092738,78876000,48572000,822260,102110000,303180000,75211.2922204649,63483999.9999999,5174200,276036.126285285,157588.82615728,1960700,188997.19988053,3733300,7080400,222113.914149024,975600,4123000,9034800,255400000,2774800,3191500,5979200,934840000,193040000,27590000,440110000,54837000,23323000,19587000,8358700,301233.751930433,94049999.9999999,3.437e+09,703220.314738982,2366000,10778000,306955.10556279,198099.290988753,75607999.9999999,256649.264084759,595050000,152342.73683393,4611800,2549100,221840000,12453000,45901000,34089000,19612000,119210000,59687000.0000001,397259.023128783,5448700,10839000,295640000,5369299.99999999,241026.01681243,94293.9641033327,159093.311589795,4609500,17510000,82728.1539251205,45408000,2955300,166534.991147559,5390200,2965600,29872000,119799.805993184,658952.921320045,424738.129834346,60920.5324808781,2424000,669045.678567101,539055.348524654,514741.354184762,4725500,66232000,1817500000,12359000,179399.434225105,154790000,33598000,17279000,46613000,16820000,60788000,36431000,162770000,1745300,429335.795865466,2670600,5236399.99999999,5077300,5651400,19197000,13696000,261674.532373478,901979.999999999,1537700000,42353000,24040000,991690000.000001,2372000,257310,1189393.36931978,1266200,7708800.00000001,465039.875035236,2296900,177251.389464147,286610000,55833.6399007012,18075000
HC_6_imputed_intensity,0,133750000,401960000,3241300000,144280000,4619000,8468100,180410000,184130000,3.9073e+10,1725800,1244063.0796737,556916.070740278,941210,905500,7957700.00000001,89913000,1.4831e+10,1596500000,1632200000,1455500000,2.071e+09,6027900000,49825000.0000001,345200000,744159999.999999,1.1189e+10,347450000,497600000,230476.370324728,148641.71618897,85515999.9999999,176380000,456225.744263153,15595000,9755799.99999999,166359.750493275,3668800,502425.763452284,4152700,80763000,14739000,1018300000,23611000,6727599999.99998,220360000,1210700000,2.825e+09,3.84e+08,163620000,69900999.9999999,59915000,49903000,67670999.9999999,80556000.0000001,59855000,20843000,239130000,756695.81898258,3745700,6195900.00000001,11250000,198089.385272229,42351000,3093800,657270,9300000,4317900,22865000,118050,15129000,433810000,24715000,793279999.999999,33073000,51733000,19231000,159590000,79601999.9999999,1935400000,46555000,635119.170491343,610311.766694888,60346000,21753000,413950000,64899000,25145000,362844.505593132,7136400,9582999.99999999,641446.191899769,627072.047839124,443984.195937271,494911.353697413,107006.382126641,6392600,2647100,411653.388711298,2897200,15038000,318766.231968822,122370000,8283900.00000001,135630000,316401.558048745,24577000,261751.362756409,4910000,3105200,29468000,9429200,26853000,2613700000,771720000,12863000,478040000,5499800,46709000,3252800,13289000,5996700,60956000,491826.277303781,63072999.9999999,5596600,361770000,162550000,1114600000,491250000,21937000,92646000,298983.470353959,2486200000,348852.660743382,8470600,64516000,176245.89617868,437128.220287113,56207000,169756.430749178,11419000,1.4195e+10,4123800,254728.507206432,340860.465821476,1975600,3198600000,557994.146230253,11187000,98403000,566395.381878718,1181800000,26088000,732110000,216129.385006455,4445700,15531000,5805500,33715000,508230000,1335100000,22599000,411650.86017186,1065300000,1045200,55794000,57620000,596732.523876122,4608500,99265000,11093000,13303000,157270000,520077.232860132,72005000.0000001,26018000,735865.969639294,359566.666247149,719168.06336337,693315.784133611,193425.166010776,52450000,269138.668031373,2312500,6221300.00000001,521748.923903315,22484000,2640800,630504.743743544,784728.353256657,629110000.000001,670570000,237110.711669449,715990000.000001,209460000,28111000,66941000.0000001,214996.032044239,7221600,110173.660299448,345510000,280816.598793839,1158100,76110999.9999999,19979000,754622.010885294,277130000,57962000,135020000,193053.169261022,14886000,6703400.00000001,680630000,65822000.0000001,882304.140746933,2484900,714066.615566669,211600000,57404000,5864300,14468000,9274499.99999999,717070000,9740400.00000001,13300000,50208000,451273.000577876,209587.638116608,2395900,3121900,4381900,11548000,35841000,15476000,564365.713873529,90654000,471727.202622966,185012.262352355,654910000,4360199999.99999,105148.294121829,10802000,3858600,12543000,6987300,117690000,1609200000,27499000,1099397.26526217,419090000,84441999.9999999,21446000,80073000,59343000,81579000,121900000,227070000,8780900,20961000,3107200,405447.535490398,27433000,66425000,9189800,10760000,173485.477439008,176990000,26912000,124900000,229567.219165709,756869999.999999,219560,6420500,1124317.3607082,8460600.00000001,1619800,32554000,2688800,11819000,81622999.9999999,772236.633052647,55193000
HC_7_imputed_intensity,0,122729.856701063,273610000,1210800000,9613000,375643.918117307,4257300,66240000,97189000,28788999999.9999,1252400,2431700,2406400,2010900,1262000,282250.333510093,274580000,9012200000.00001,461550000,509650000,799870000.000001,1026100000,3073300000,5031400,433980000,156490000,5321900000,77859999.9999999,263990000,2801100,223420.456635156,29042000,145750000,172173.924704524,153300.85129736,10923000,170065.80882774,199657.743837734,41118000,132260000,77765000,9176899.99999999,150110000,5968800,4500900000.00001,525500000,1532900000,1789500000,129410000,130150000,55027000,45821000,35254000,12392000,46693000,80764000,469969.102844117,6416700,189417.420281362,473994.567043305,230818.960259991,104282.05766056,157471.348558088,10566000,2840600,32778000,499310.785142387,105213.257142785,268517.273902347,313620.298835085,3115800,228050000,18732000,408530000,63361000.0000001,26156000,579322.325359796,53090000.0000001,78485000,1401500000,7219100.00000001,6844000,3696000,52644000,305220,519980000,28163000,27041000,10439000,3635700,133629.641760526,132094.872765272,157017.38296286,2932200,32131000,5770700,883547.426443126,2875700,724333.904561698,1808100,6368800,6328300,20680000,6755200,149580000,3988900,28007000,577166.687313217,6494100,1488100,14388000,271502.462059824,7038700.00000001,441680,82000.9999999999,308874.772948607,516169999.999999,15555000,11908000,50860.7500506751,339519.676608382,128529.283646143,42294000,382620.759374191,12928000,3532300,166450000,34007000,569330000.000001,337910000,9124200,29931000,13338000,1974100000,2942900,12284000,5650500,119579.428849948,336081.825711045,15995000,358199.229746723,284326.406955681,8136800000.00001,62159.0961198941,1966500,181264.001337558,325050.902930111,1724900000,492005.175874284,393838.108635384,65490000,60987000,525039999.999999,24300000,122850000,1195900,141566.45490991,8846400,959380,27435000,8046200000.00002,9288100000.00001,801070000,165597.478911983,660849999.999999,83224.2928791861,32098000,9819999.99999999,677074.153514261,77562000,53787000,5472700.00000001,118340000,536830000.000001,434331.067795895,256390000,6224399.99999999,487131.586084542,140925.68735083,3292600,118493.890753539,462685.112982516,10193000,666785.335714081,233091.755640179,2658300,12919000,264440000,4233800,3049100,15825000,1524100000,282610000,26517000,324830000,606890.641677873,54647000,24077000,257657.463423665,132176.724578821,150520000,3639800000,101513.871687327,3524700,14914000,404363.646882423,413986.934853702,43689000,263055.448387698,530660000,6136100,43072.8314143768,2640000,178750000,20795000,29792000,64254000.0000001,29196000,124730000,53617000,6191900.00000001,2195300,24991000,365050000,6793400.00000001,4508200,18355000,3246100,5017800,11905000,710657.486794517,18038000,5578799.99999999,360021.101974247,4254300,4692600,65793000.0000001,170456.794446989,206835.319192721,638917.792994193,192298.191634759,4044600,17830000,5181600.00000001,293462.813713207,4197600,59152000,1801800000,10013000,374546.506841235,157070000,47770000,12343000,30566000,13732000,65947999.9999999,47883000,124780000,81176.5916564365,290565.360283063,3452600,68086.5903073998,5717300,5392800,42905000,15545000,274247.510900453,2904200,2441200000,44118000,23861000,1458400000,1091800,62302.1468481792,195063.845525494,4423200,9105700,260094.460113238,5631000.00000001,5741100,1489700000,143447.704022354,12443000
HC_8_imputed_intensity,0,29829000,498280000,3811900000,87136999.9999999,2989700,15058000,202340000,193350000,47018999999.9999,237368.023648099,571628.170708919,366225.476274428,2662000,257530,299766.658408306,51601000,1.0082e+10,1285200000,1329200000,2.16e+09,1365100000,2168300000,38277000,159360000,938390000,6799400000.00001,333790000,642570000,229375.206065689,150983.36967122,98644999.9999999,272950000,307823.725706627,14711000,7404000.00000001,9271099.99999999,957640.000000001,43925000,11561000,61868000,21844000,494449999.999999,20555000,6802500000,79250000,1395200000,1835800000,281280000,271790000,94818999.9999999,72177000,55512000,62312000,92535999.9999999,92354000,20022000,89560000,309747.253052917,2828100,4794199.99999999,5146200,247443.188305679,37678000,7571900,1948900,4131600,701129.160042342,20124000,122064.695105314,19697000,693609999.999999,42012000,1281900000,65689000,57905000,707289.546519043,164890000,96949999.9999999,1553100000,31016000,557782.599035088,463524.931313829,45230999.9999999,13080000,456490000,89819000,33815000,11668000,3942400,12929000,242441.076413648,484851.796697811,2901800,2086900,1160676.28059211,5376699.99999999,789674.25058646,218690.939803996,802889.291270266,19482000,981485.866336611,75162999.9999999,11519000,188410000,702620,17296000,840768.753427162,3912400,5380899.99999999,45715000,12299000,22371000,3896200000,601910000,25974000,498769999.999999,3608100,8051399.99999999,2438900,3368100,72696.0315679103,53134999.9999999,160760.676125064,114900000,345267.545221305,515620000,296400000,2.307e+09,1246600000,43717000,64714999.9999999,147587.401656308,6036200000.00001,98262.4152995542,8647499.99999999,59734000,480313.748421685,219881.990329529,54609000,4139800,7335300,1.4754e+10,246218.611675395,251365.359433317,1223570.3036173,1226200,3676300000,76029.957745548,688760.300118575,131200000,279305.709147873,1.886e+09,20806000,459803.66356141,898530,7859300,9828799.99999999,524146.336574058,34817000,319150000,1770800000,18767000,556140.843619934,1173100000,769561.278255181,15109000,36006000,19520000,44696000,101650000,779390,7763900,127290000,10921000,62945000.0000001,28795000,593723.203813287,106148.036627154,213955.813791024,403166.100156453,139197.542528708,69735000,188196.710147971,2082200,9379300.00000001,295442.455767026,21372000,442937.602748923,101813.835202577,184894.113120057,1570400000,545390000.000001,584419.504873886,674360000,232120000,1228931.90884821,69092000.0000001,311774.142911532,7936400,73008.3133086485,316320000,201456.341644282,198118.606259284,31247000,7217100,454091.970389061,210830000,25232000,19280000,726285.932710889,544073.004714998,3511500,995650000,32546000,324567.803493732,6877100,730650.172449265,194950000,228650000,6566900,20568000,4542700,538980000.000001,5595800,8022600,8623200.00000001,143588.660715517,336208.359137765,3382500,2721500,1230900,16914000,713572.209195206,8584600,2114200,51186000,96134.6041953906,1253151.85904361,181450000,251440000,289688.198993519,90761.2008065301,2871700,68864000,611068.510396902,192220000,1531700000,34184000,295787.813591775,630970000,111550000,25504000,79105000,58056000,232860000,116170000,242980000,8098200.00000001,699516.461354532,305076.339804858,456100.277817476,11536000,92071000,2141200,19218000,2569700,119540000,209385.75930168,66496000.0000001,129138.863475871,697700000,334130,409556.612200864,2921056.64651882,12532000,834450.000000001,20916000,2643000,202231.02842019,33212000,479098.32417194,34413000
